"",BBEX3.D.RON.EUR.BB.AC.000,BBEX3.D.RON.EUR.BB.AC.000_FLAGS
2020-02-10,4.7663,
2020-02-11,4.7693,
2020-02-12,4.7663,
2020-02-13,4.7645,
2020-02-14,4.7684,
2020-02-15,.,No value available
2020-02-16,.,No value available
2020-02-17,4.7768,
2020-02-18,4.7823,
2020-02-19,4.7792,
2020-02-20,4.7979,
2020-02-21,4.8040,
2020-02-22,.,No value available
2020-02-23,.,No value available
2020-02-24,4.8063,
2020-02-25,4.8098,
2020-02-26,4.8050,
2020-02-27,4.8100,
2020-02-28,4.8130,
2020-02-29,.,No value available
2020-03-01,.,No value available
2020-03-02,4.8106,
2020-03-03,4.8087,
2020-03-04,4.8073,
2020-03-05,4.8110,
2020-03-06,4.8110,
2020-03-07,.,No value available
2020-03-08,.,No value available
2020-03-09,4.8175,
2020-03-10,4.8178,
2020-03-11,4.8213,
2020-03-12,4.8213,
2020-03-13,4.8213,
2020-03-14,.,No value available
2020-03-15,.,No value available
2020-03-16,4.8343,
2020-03-17,4.8418,
2020-03-18,4.8450,
2020-03-19,4.8445,
2020-03-20,4.8505,
2020-03-21,.,No value available
2020-03-22,.,No value available
2020-03-23,4.8481,
2020-03-24,4.8357,
2020-03-25,4.8446,
2020-03-26,4.8335,
2020-03-27,4.8375,
2020-03-28,.,No value available
2020-03-29,.,No value available
2020-03-30,4.8278,
2020-03-31,4.8283,
2020-04-01,4.8340,
2020-04-02,4.8320,
2020-04-03,4.8307,
2020-04-04,.,No value available
2020-04-05,.,No value available
2020-04-06,4.8335,
2020-04-07,4.8315,
2020-04-08,4.8365,
2020-04-09,4.8330,
2020-04-10,.,No value available
2020-04-11,.,No value available
2020-04-12,.,No value available
2020-04-13,.,No value available
2020-04-14,4.8343,
2020-04-15,4.8378,
2020-04-16,4.8373,
2020-04-17,4.8356,
2020-04-18,.,No value available
2020-04-19,.,No value available
2020-04-20,4.8377,
2020-04-21,4.8373,
2020-04-22,4.8391,
2020-04-23,4.8425,
2020-04-24,4.8419,
2020-04-25,.,No value available
2020-04-26,.,No value available
2020-04-27,4.8370,
2020-04-28,4.8445,
2020-04-29,4.8435,
2020-04-30,4.8431,
2020-05-01,.,No value available
2020-05-02,.,No value available
2020-05-03,.,No value available
2020-05-04,4.8368,
2020-05-05,4.8260,
2020-05-06,4.8233,
2020-05-07,4.8235,
2020-05-08,4.8280,
2020-05-09,.,No value available
2020-05-10,.,No value available
2020-05-11,4.8303,
2020-05-12,4.8301,
2020-05-13,4.8353,
2020-05-14,4.8375,
2020-05-15,4.8400,
2020-05-16,.,No value available
2020-05-17,.,No value available
2020-05-18,4.8388,
2020-05-19,4.8428,
2020-05-20,4.8420,
2020-05-21,4.8423,
2020-05-22,4.8435,
2020-05-23,.,No value available
2020-05-24,.,No value available
2020-05-25,4.8420,
2020-05-26,4.8440,
2020-05-27,4.8433,
2020-05-28,4.8435,
2020-05-29,4.8493,
2020-05-30,.,No value available
2020-05-31,.,No value available
2020-06-01,4.8437,
2020-06-02,4.8423,
2020-06-03,4.8393,
2020-06-04,4.8373,
2020-06-05,4.8382,
2020-06-06,.,No value available
2020-06-07,.,No value available
2020-06-08,4.8359,
2020-06-09,4.8365,
2020-06-10,4.8349,
2020-06-11,4.8345,
2020-06-12,4.8343,
2020-06-13,.,No value available
2020-06-14,.,No value available
2020-06-15,4.8335,
2020-06-16,4.8359,
2020-06-17,4.8355,
2020-06-18,4.8393,
2020-06-19,4.8428,
2020-06-20,.,No value available
2020-06-21,.,No value available
2020-06-22,4.8422,
2020-06-23,4.8438,
2020-06-24,4.8433,
2020-06-25,4.8420,
2020-06-26,4.8426,
2020-06-27,.,No value available
2020-06-28,.,No value available
2020-06-29,4.8440,
2020-06-30,4.8397,
2020-07-01,4.8366,
2020-07-02,4.8355,
2020-07-03,4.8370,
2020-07-04,.,No value available
2020-07-05,.,No value available
2020-07-06,4.8375,
2020-07-07,4.8393,
2020-07-08,4.8408,
2020-07-09,4.8408,
2020-07-10,4.8428,
2020-07-11,.,No value available
2020-07-12,.,No value available
2020-07-13,4.8443,
2020-07-14,4.8435,
2020-07-15,4.8439,
2020-07-16,4.8433,
2020-07-17,4.8422,
2020-07-18,.,No value available
2020-07-19,.,No value available
2020-07-20,4.8418,
2020-07-21,4.8392,
2020-07-22,4.8413,
2020-07-23,4.8355,
2020-07-24,4.8325,
2020-07-25,.,No value available
2020-07-26,.,No value available
2020-07-27,4.8303,
2020-07-28,4.8355,
2020-07-29,4.8345,
2020-07-30,4.8318,
2020-07-31,4.8315,
2020-08-01,.,No value available
2020-08-02,.,No value available
2020-08-03,4.8355,
2020-08-04,4.8358,
2020-08-05,4.8345,
2020-08-06,4.8360,
2020-08-07,4.8374,
2020-08-08,.,No value available
2020-08-09,.,No value available
2020-08-10,4.8360,
2020-08-11,4.8355,
2020-08-12,4.8356,
2020-08-13,4.8348,
2020-08-14,4.8360,
2020-08-15,.,No value available
2020-08-16,.,No value available
2020-08-17,4.8343,
2020-08-18,4.8355,
2020-08-19,4.8403,
2020-08-20,4.8391,
2020-08-21,4.8405,
2020-08-22,.,No value available
2020-08-23,.,No value available
2020-08-24,4.8400,
2020-08-25,4.8403,
2020-08-26,4.8419,
2020-08-27,4.8415,
2020-08-28,4.8395,
2020-08-29,.,No value available
2020-08-30,.,No value available
2020-08-31,4.8398,
2020-09-01,4.8398,
2020-09-02,4.8423,
2020-09-03,4.8473,
2020-09-04,4.8528,
2020-09-05,.,No value available
2020-09-06,.,No value available
2020-09-07,4.8555,
2020-09-08,4.8595,
2020-09-09,4.8588,
2020-09-10,4.8579,
2020-09-11,4.8584,
2020-09-12,.,No value available
2020-09-13,.,No value available
2020-09-14,4.8580,
2020-09-15,4.8578,
2020-09-16,4.8590,
2020-09-17,4.8600,
2020-09-18,4.8580,
2020-09-19,.,No value available
2020-09-20,.,No value available
2020-09-21,4.8600,
2020-09-22,4.8613,
2020-09-23,4.8686,
2020-09-24,4.8755,
2020-09-25,4.8753,
2020-09-26,.,No value available
2020-09-27,.,No value available
2020-09-28,4.8743,
2020-09-29,4.8721,
2020-09-30,4.8725,
2020-10-01,4.8740,
2020-10-02,4.8715,
2020-10-03,.,No value available
2020-10-04,.,No value available
2020-10-05,4.8740,
2020-10-06,4.8760,
2020-10-07,4.8748,
2020-10-08,4.8758,
2020-10-09,4.8715,
2020-10-10,.,No value available
2020-10-11,.,No value available
2020-10-12,4.8727,
2020-10-13,4.8750,
2020-10-14,4.8738,
2020-10-15,4.8765,
2020-10-16,4.8763,
2020-10-17,.,No value available
2020-10-18,.,No value available
2020-10-19,4.8768,
2020-10-20,4.8761,
2020-10-21,4.8758,
2020-10-22,4.8740,
2020-10-23,4.8740,
2020-10-24,.,No value available
2020-10-25,.,No value available
2020-10-26,4.8748,
2020-10-27,4.8765,
2020-10-28,4.8768,
2020-10-29,4.8751,
2020-10-30,4.8725,
2020-10-31,.,No value available
2020-11-01,.,No value available
2020-11-02,4.8674,
2020-11-03,4.8675,
2020-11-04,4.8675,
2020-11-05,4.8648,
2020-11-06,4.8670,
2020-11-07,.,No value available
2020-11-08,.,No value available
2020-11-09,4.8655,
2020-11-10,4.8667,
2020-11-11,4.8672,
2020-11-12,4.8683,
2020-11-13,4.8698,
2020-11-14,.,No value available
2020-11-15,.,No value available
2020-11-16,4.8728,
2020-11-17,4.8720,
2020-11-18,4.8730,
2020-11-19,4.8732,
2020-11-20,4.8735,
2020-11-21,.,No value available
2020-11-22,.,No value available
2020-11-23,4.8740,
2020-11-24,4.8728,
2020-11-25,4.8735,
2020-11-26,4.8743,
2020-11-27,4.8736,
2020-11-28,.,No value available
2020-11-29,.,No value available
2020-11-30,4.8732,
2020-12-01,4.8710,
2020-12-02,4.8714,
2020-12-03,4.8730,
2020-12-04,4.8725,
2020-12-05,.,No value available
2020-12-06,.,No value available
2020-12-07,4.8735,
2020-12-08,4.8728,
2020-12-09,4.8685,
2020-12-10,4.8695,
2020-12-11,4.8698,
2020-12-12,.,No value available
2020-12-13,.,No value available
2020-12-14,4.8707,
2020-12-15,4.8688,
2020-12-16,4.8688,
2020-12-17,4.8695,
2020-12-18,4.8688,
2020-12-19,.,No value available
2020-12-20,.,No value available
2020-12-21,4.8603,
2020-12-22,4.8665,
2020-12-23,4.8710,
2020-12-24,4.8725,
2020-12-25,.,No value available
2020-12-26,.,No value available
2020-12-27,.,No value available
2020-12-28,4.8745,
2020-12-29,4.8757,
2020-12-30,4.8681,
2020-12-31,4.8683,
2021-01-01,.,No value available
2021-01-02,.,No value available
2021-01-03,.,No value available
2021-01-04,4.8713,
2021-01-05,4.8721,
2021-01-06,4.8720,
2021-01-07,4.8712,
2021-01-08,4.8708,
2021-01-09,.,No value available
2021-01-10,.,No value available
2021-01-11,4.8705,
2021-01-12,4.8713,
2021-01-13,4.8725,
2021-01-14,4.8738,
2021-01-15,4.8733,
2021-01-16,.,No value available
2021-01-17,.,No value available
2021-01-18,4.8743,
2021-01-19,4.8744,
2021-01-20,4.8738,
2021-01-21,4.8740,
2021-01-22,4.8740,
2021-01-23,.,No value available
2021-01-24,.,No value available
2021-01-25,4.8744,
2021-01-26,4.8748,
2021-01-27,4.8753,
2021-01-28,4.8761,
2021-01-29,4.8750,
2021-01-30,.,No value available
2021-01-31,.,No value available
2021-02-01,4.8735,
2021-02-02,4.8743,
2021-02-03,4.8734,
2021-02-04,4.8755,
2021-02-05,4.8747,
2021-02-06,.,No value available
2021-02-07,.,No value available
2021-02-08,4.8748,
2021-02-09,4.8753,
2021-02-10,4.8752,
2021-02-11,4.8745,
2021-02-12,4.8746,
2021-02-13,.,No value available
2021-02-14,.,No value available
2021-02-15,4.8753,
2021-02-16,4.8760,
2021-02-17,4.8750,
2021-02-18,4.8751,
2021-02-19,4.8758,
2021-02-20,.,No value available
2021-02-21,.,No value available
2021-02-22,4.8758,
2021-02-23,4.8760,
2021-02-24,4.8749,
2021-02-25,4.8748,
2021-02-26,4.8750,
2021-02-27,.,No value available
2021-02-28,.,No value available
2021-03-01,4.8749,
2021-03-02,4.8762,
2021-03-03,4.8775,
2021-03-04,4.8813,
2021-03-05,4.8813,
2021-03-06,.,No value available
2021-03-07,.,No value available
2021-03-08,4.8852,
2021-03-09,4.8870,
2021-03-10,4.8865,
2021-03-11,4.8840,
2021-03-12,4.8850,
2021-03-13,.,No value available
2021-03-14,.,No value available
2021-03-15,4.8845,
2021-03-16,4.8868,
2021-03-17,4.8874,
2021-03-18,4.8858,
2021-03-19,4.8853,
2021-03-20,.,No value available
2021-03-21,.,No value available
2021-03-22,4.8862,
2021-03-23,4.8893,
2021-03-24,4.8880,
2021-03-25,4.8865,
2021-03-26,4.8878,
2021-03-27,.,No value available
2021-03-28,.,No value available
2021-03-29,4.9025,
2021-03-30,4.9210,
2021-03-31,4.9223,
2021-04-01,4.9088,
2021-04-02,.,No value available
2021-04-03,.,No value available
2021-04-04,.,No value available
2021-04-05,.,No value available
2021-04-06,4.9175,
2021-04-07,4.9185,
2021-04-08,4.9198,
2021-04-09,4.9198,
2021-04-10,.,No value available
2021-04-11,.,No value available
2021-04-12,4.9203,
2021-04-13,4.9223,
2021-04-14,4.9240,
2021-04-15,4.9250,
2021-04-16,4.9263,
2021-04-17,.,No value available
2021-04-18,.,No value available
2021-04-19,4.9260,
2021-04-20,4.9278,
2021-04-21,4.9260,
2021-04-22,4.9274,
2021-04-23,4.9245,
2021-04-24,.,No value available
2021-04-25,.,No value available
2021-04-26,4.9233,
2021-04-27,4.9253,
2021-04-28,4.9288,
2021-04-29,4.9227,
2021-04-30,4.9285,
2021-05-01,.,No value available
2021-05-02,.,No value available
2021-05-03,4.9269,
2021-05-04,4.9275,
2021-05-05,4.9271,
2021-05-06,4.9264,
2021-05-07,4.9265,
2021-05-08,.,No value available
2021-05-09,.,No value available
2021-05-10,4.9248,
2021-05-11,4.9270,
2021-05-12,4.9263,
2021-05-13,4.9273,
2021-05-14,4.9259,
2021-05-15,.,No value available
2021-05-16,.,No value available
2021-05-17,4.9259,
2021-05-18,4.9273,
2021-05-19,4.9278,
2021-05-20,4.9278,
2021-05-21,4.9268,
2021-05-22,.,No value available
2021-05-23,.,No value available
2021-05-24,4.9255,
2021-05-25,4.9250,
2021-05-26,4.9180,
2021-05-27,4.9161,
2021-05-28,4.9196,
2021-05-29,.,No value available
2021-05-30,.,No value available
2021-05-31,4.9195,
2021-06-01,4.9191,
2021-06-02,4.9208,
2021-06-03,4.9220,
2021-06-04,4.9230,
2021-06-05,.,No value available
2021-06-06,.,No value available
2021-06-07,4.9234,
2021-06-08,4.9238,
2021-06-09,4.9248,
2021-06-10,4.9223,
2021-06-11,4.9183,
2021-06-12,.,No value available
2021-06-13,.,No value available
2021-06-14,4.9203,
2021-06-15,4.9243,
2021-06-16,4.9236,
2021-06-17,4.9243,
2021-06-18,4.9249,
2021-06-19,.,No value available
2021-06-20,.,No value available
2021-06-21,4.9237,
2021-06-22,4.9255,
2021-06-23,4.9263,
2021-06-24,4.9245,
2021-06-25,4.9263,
2021-06-26,.,No value available
2021-06-27,.,No value available
2021-06-28,4.9268,
2021-06-29,4.9275,
2021-06-30,4.9280,
2021-07-01,4.9275,
2021-07-02,4.9283,
2021-07-03,.,No value available
2021-07-04,.,No value available
2021-07-05,4.9261,
2021-07-06,4.9264,
2021-07-07,4.9268,
2021-07-08,4.9272,
2021-07-09,4.9286,
2021-07-10,.,No value available
2021-07-11,.,No value available
2021-07-12,4.9280,
2021-07-13,4.9276,
2021-07-14,4.9287,
2021-07-15,4.9290,
2021-07-16,4.9285,
2021-07-17,.,No value available
2021-07-18,.,No value available
2021-07-19,4.9268,
2021-07-20,4.9255,
2021-07-21,4.9255,
2021-07-22,4.9227,
2021-07-23,4.9227,
2021-07-24,.,No value available
2021-07-25,.,No value available
2021-07-26,4.9223,
2021-07-27,4.9196,
2021-07-28,4.9213,
2021-07-29,4.9215,
2021-07-30,4.9203,
2021-07-31,.,No value available
2021-08-01,.,No value available
2021-08-02,4.9180,
2021-08-03,4.9183,
2021-08-04,4.9185,
2021-08-05,4.9159,
2021-08-06,4.9160,
2021-08-07,.,No value available
2021-08-08,.,No value available
2021-08-09,4.9134,
2021-08-10,4.9160,
2021-08-11,4.9163,
2021-08-12,4.9145,
2021-08-13,4.9115,
2021-08-14,.,No value available
2021-08-15,.,No value available
2021-08-16,4.9138,
2021-08-17,4.9256,
2021-08-18,4.9254,
2021-08-19,4.9295,
2021-08-20,4.9344,
2021-08-21,.,No value available
2021-08-22,.,No value available
2021-08-23,4.9294,
2021-08-24,4.9280,
2021-08-25,4.9290,
2021-08-26,4.9318,
2021-08-27,4.9340,
2021-08-28,.,No value available
2021-08-29,.,No value available
2021-08-30,4.9343,
2021-08-31,4.9359,
2021-09-01,4.9346,
2021-09-02,4.9393,
2021-09-03,4.9438,
2021-09-04,.,No value available
2021-09-05,.,No value available
2021-09-06,4.9478,
2021-09-07,4.9506,
2021-09-08,4.9495,
2021-09-09,4.9466,
2021-09-10,4.9413,
2021-09-11,.,No value available
2021-09-12,.,No value available
2021-09-13,4.9453,
2021-09-14,4.9485,
2021-09-15,4.9485,
2021-09-16,4.9488,
2021-09-17,4.9488,
2021-09-18,.,No value available
2021-09-19,.,No value available
2021-09-20,4.9493,
2021-09-21,4.9497,
2021-09-22,4.9505,
2021-09-23,4.9503,
2021-09-24,4.9508,
2021-09-25,.,No value available
2021-09-26,.,No value available
2021-09-27,4.9495,
2021-09-28,4.9498,
2021-09-29,4.9460,
2021-09-30,4.9475,
2021-10-01,4.9470,
2021-10-02,.,No value available
2021-10-03,.,No value available
2021-10-04,4.9478,
2021-10-05,4.9477,
2021-10-06,4.9458,
2021-10-07,4.9475,
2021-10-08,4.9483,
2021-10-09,.,No value available
2021-10-10,.,No value available
2021-10-11,4.9493,
2021-10-12,4.9499,
2021-10-13,4.9490,
2021-10-14,4.9500,
2021-10-15,4.9465,
2021-10-16,.,No value available
2021-10-17,.,No value available
2021-10-18,4.9490,
2021-10-19,4.9488,
2021-10-20,4.9487,
2021-10-21,4.9467,
2021-10-22,4.9454,
2021-10-23,.,No value available
2021-10-24,.,No value available
2021-10-25,4.9475,
2021-10-26,4.9468,
2021-10-27,4.9484,
2021-10-28,4.9495,
2021-10-29,4.9493,
2021-10-30,.,No value available
2021-10-31,.,No value available
2021-11-01,4.9493,
2021-11-02,4.9500,
2021-11-03,4.9494,
2021-11-04,4.9494,
2021-11-05,4.9496,
2021-11-06,.,No value available
2021-11-07,.,No value available
2021-11-08,4.9491,
2021-11-09,4.9476,
2021-11-10,4.9496,
2021-11-11,4.9474,
2021-11-12,4.9488,
2021-11-13,.,No value available
2021-11-14,.,No value available
2021-11-15,4.9496,
2021-11-16,4.9493,
2021-11-17,4.9493,
2021-11-18,4.9497,
2021-11-19,4.9495,
2021-11-20,.,No value available
2021-11-21,.,No value available
2021-11-22,4.9496,
2021-11-23,4.9495,
2021-11-24,4.9493,
2021-11-25,4.9494,
2021-11-26,4.9498,
2021-11-27,.,No value available
2021-11-28,.,No value available
2021-11-29,4.9498,
2021-11-30,4.9510,
2021-12-01,4.9467,
2021-12-02,4.9488,
2021-12-03,4.9493,
2021-12-04,.,No value available
2021-12-05,.,No value available
2021-12-06,4.9462,
2021-12-07,4.9488,
2021-12-08,4.9488,
2021-12-09,4.9493,
2021-12-10,4.9494,
2021-12-11,.,No value available
2021-12-12,.,No value available
2021-12-13,4.9494,
2021-12-14,4.9494,
2021-12-15,4.9493,
2021-12-16,4.9498,
2021-12-17,4.9501,
2021-12-18,.,No value available
2021-12-19,.,No value available
2021-12-20,4.9486,
2021-12-21,4.9500,
2021-12-22,4.9503,
2021-12-23,4.9495,
2021-12-24,4.9498,
2021-12-25,.,No value available
2021-12-26,.,No value available
2021-12-27,4.9498,
2021-12-28,4.9500,
2021-12-29,4.9499,
2021-12-30,4.9494,
2021-12-31,4.9490,
2022-01-01,.,No value available
2022-01-02,.,No value available
2022-01-03,4.9483,
2022-01-04,4.9481,
2022-01-05,4.9460,
2022-01-06,4.9435,
2022-01-07,4.9451,
2022-01-08,.,No value available
2022-01-09,.,No value available
2022-01-10,4.9449,
2022-01-11,4.9450,
2022-01-12,4.9453,
2022-01-13,4.9440,
2022-01-14,4.9429,
2022-01-15,.,No value available
2022-01-16,.,No value available
2022-01-17,4.9443,
2022-01-18,4.9449,
2022-01-19,4.9449,
2022-01-20,4.9453,
2022-01-21,4.9453,
2022-01-22,.,No value available
2022-01-23,.,No value available
2022-01-24,4.9453,
2022-01-25,4.9448,
2022-01-26,4.9451,
2022-01-27,4.9466,
2022-01-28,4.9463,
2022-01-29,.,No value available
2022-01-30,.,No value available
2022-01-31,4.9475,
2022-02-01,4.9465,
2022-02-02,4.9463,
2022-02-03,4.9461,
2022-02-04,4.9466,
2022-02-05,.,No value available
2022-02-06,.,No value available
2022-02-07,4.9461,
2022-02-08,4.9450,
2022-02-09,4.9449,
2022-02-10,4.9451,
2022-02-11,4.9458,
2022-02-12,.,No value available
2022-02-13,.,No value available
2022-02-14,4.9457,
2022-02-15,4.9410,
2022-02-16,4.9436,
2022-02-17,4.9432,
2022-02-18,4.9453,
2022-02-19,.,No value available
2022-02-20,.,No value available
2022-02-21,4.9448,
2022-02-22,4.9464,
2022-02-23,4.9468,
2022-02-24,4.9501,
2022-02-25,4.9479,
2022-02-26,.,No value available
2022-02-27,.,No value available
2022-02-28,4.9484,
2022-03-01,4.9490,
2022-03-02,4.9493,
2022-03-03,4.9496,
2022-03-04,4.9495,
2022-03-05,.,No value available
2022-03-06,.,No value available
2022-03-07,4.9494,
2022-03-08,4.9494,
2022-03-09,4.9485,
2022-03-10,4.9491,
2022-03-11,4.9490,
2022-03-12,.,No value available
2022-03-13,.,No value available
2022-03-14,4.9490,
2022-03-15,4.9482,
2022-03-16,4.9473,
2022-03-17,4.9465,
2022-03-18,4.9483,
2022-03-19,.,No value available
2022-03-20,.,No value available
2022-03-21,4.9470,
2022-03-22,4.9463,
2022-03-23,4.9463,
2022-03-24,4.9489,
2022-03-25,4.9487,
2022-03-26,.,No value available
2022-03-27,.,No value available
2022-03-28,4.9483,
2022-03-29,4.9478,
2022-03-30,4.9477,
2022-03-31,4.9463,
2022-04-01,4.9452,
2022-04-02,.,No value available
2022-04-03,.,No value available
2022-04-04,4.9432,
2022-04-05,4.9438,
2022-04-06,4.9433,
2022-04-07,4.9419,
2022-04-08,4.9425,
2022-04-09,.,No value available
2022-04-10,.,No value available
2022-04-11,4.9397,
2022-04-12,4.9417,
2022-04-13,4.9415,
2022-04-14,4.9459,
2022-04-15,.,No value available
2022-04-16,.,No value available
2022-04-17,.,No value available
2022-04-18,.,No value available
2022-04-19,4.9411,
2022-04-20,4.9436,
2022-04-21,4.9450,
2022-04-22,4.9455,
2022-04-23,.,No value available
2022-04-24,.,No value available
2022-04-25,4.9455,
2022-04-26,4.9458,
2022-04-27,4.9480,
2022-04-28,4.9479,
2022-04-29,4.9479,
2022-04-30,.,No value available
2022-05-01,.,No value available
2022-05-02,4.9478,
2022-05-03,4.9475,
2022-05-04,4.9470,
2022-05-05,4.9485,
2022-05-06,4.9490,
2022-05-07,.,No value available
2022-05-08,.,No value available
2022-05-09,4.9467,
2022-05-10,4.9458,
2022-05-11,4.9470,
2022-05-12,4.9470,
2022-05-13,4.9455,
2022-05-14,.,No value available
2022-05-15,.,No value available
2022-05-16,4.9469,
2022-05-17,4.9478,
2022-05-18,4.9473,
2022-05-19,4.9474,
2022-05-20,4.9477,
2022-05-21,.,No value available
2022-05-22,.,No value available
2022-05-23,4.9470,
2022-05-24,4.9446,
2022-05-25,4.9416,
2022-05-26,4.9423,
2022-05-27,4.9427,
2022-05-28,.,No value available
2022-05-29,.,No value available
2022-05-30,4.9441,
2022-05-31,4.9408,
2022-06-01,4.9428,
2022-06-02,4.9398,
2022-06-03,4.9428,
2022-06-04,.,No value available
2022-06-05,.,No value available
2022-06-06,4.9424,
2022-06-07,4.9426,
2022-06-08,4.9450,
2022-06-09,4.9453,
2022-06-10,4.9442,
2022-06-11,.,No value available
2022-06-12,.,No value available
2022-06-13,4.9459,
2022-06-14,4.9443,
2022-06-15,4.9427,
2022-06-16,4.9443,
2022-06-17,4.9469,
2022-06-18,.,No value available
2022-06-19,.,No value available
2022-06-20,4.9453,
2022-06-21,4.9462,
2022-06-22,4.9467,
2022-06-23,4.9468,
2022-06-24,4.9463,
2022-06-25,.,No value available
2022-06-26,.,No value available
2022-06-27,4.9440,
2022-06-28,4.9443,
2022-06-29,4.9419,
2022-06-30,4.9464,
2022-07-01,4.9457,
2022-07-02,.,No value available
2022-07-03,.,No value available
2022-07-04,4.9440,
2022-07-05,4.9438,
2022-07-06,4.9440,
2022-07-07,4.9448,
2022-07-08,4.9431,
2022-07-09,.,No value available
2022-07-10,.,No value available
2022-07-11,4.9430,
2022-07-12,4.9413,
2022-07-13,4.9414,
2022-07-14,4.9420,
2022-07-15,4.9407,
2022-07-16,.,No value available
2022-07-17,.,No value available
2022-07-18,4.9389,
2022-07-19,4.9395,
2022-07-20,4.9396,
2022-07-21,4.9391,
2022-07-22,4.9321,
2022-07-23,.,No value available
2022-07-24,.,No value available
2022-07-25,4.9339,
2022-07-26,4.9324,
2022-07-27,4.9334,
2022-07-28,4.9342,
2022-07-29,4.9343,
2022-07-30,.,No value available
2022-07-31,.,No value available
2022-08-01,4.9283,
2022-08-02,4.9298,
2022-08-03,4.9245,
2022-08-04,4.9261,
2022-08-05,4.9251,
2022-08-06,.,No value available
2022-08-07,.,No value available
2022-08-08,4.9163,
2022-08-09,4.9038,
2022-08-10,4.9138,
2022-08-11,4.9055,
2022-08-12,4.8915,
2022-08-13,.,No value available
2022-08-14,.,No value available
2022-08-15,4.8849,
2022-08-16,4.8820,
2022-08-17,4.8825,
2022-08-18,4.8808,
2022-08-19,4.8811,
2022-08-20,.,No value available
2022-08-21,.,No value available
2022-08-22,4.8853,
2022-08-23,4.8839,
2022-08-24,4.8800,
2022-08-25,4.8758,
2022-08-26,4.8729,
2022-08-27,.,No value available
2022-08-28,.,No value available
2022-08-29,4.8699,
2022-08-30,4.8657,
2022-08-31,4.8595,
2022-09-01,4.8447,
2022-09-02,4.8335,
2022-09-03,.,No value available
2022-09-04,.,No value available
2022-09-05,4.8198,
2022-09-06,4.8424,
2022-09-07,4.8585,
2022-09-08,4.8756,
2022-09-09,4.9019,
2022-09-10,.,No value available
2022-09-11,.,No value available
2022-09-12,4.9135,
2022-09-13,4.9210,
2022-09-14,4.9297,
2022-09-15,4.9238,
2022-09-16,4.9238,
2022-09-17,.,No value available
2022-09-18,.,No value available
2022-09-19,4.9300,
2022-09-20,4.9340,
2022-09-21,4.9443,
2022-09-22,4.9411,
2022-09-23,4.9433,
2022-09-24,.,No value available
2022-09-25,.,No value available
2022-09-26,4.9418,
2022-09-27,4.9444,
2022-09-28,4.9485,
2022-09-29,4.9481,
2022-09-30,4.9490,
2022-10-01,.,No value available
2022-10-02,.,No value available
2022-10-03,4.9479,
2022-10-04,4.9418,
2022-10-05,4.9385,
2022-10-06,4.9364,
2022-10-07,4.9415,
2022-10-08,.,No value available
2022-10-09,.,No value available
2022-10-10,4.9400,
2022-10-11,4.9394,
2022-10-12,4.9400,
2022-10-13,4.9355,
2022-10-14,4.9335,
2022-10-15,.,No value available
2022-10-16,.,No value available
2022-10-17,4.9370,
2022-10-18,4.9359,
2022-10-19,4.9248,
2022-10-20,4.9203,
2022-10-21,4.9125,
2022-10-22,.,No value available
2022-10-23,.,No value available
2022-10-24,4.9128,
2022-10-25,4.9036,
2022-10-26,4.8806,
2022-10-27,4.8893,
2022-10-28,4.9189,
2022-10-29,.,No value available
2022-10-30,.,No value available
2022-10-31,4.9143,
2022-11-01,4.9138,
2022-11-02,4.9120,
2022-11-03,4.9013,
2022-11-04,4.8893,
2022-11-05,.,No value available
2022-11-06,.,No value available
2022-11-07,4.8855,
2022-11-08,4.8978,
2022-11-09,4.9045,
2022-11-10,4.8913,
2022-11-11,4.8940,
2022-11-12,.,No value available
2022-11-13,.,No value available
2022-11-14,4.9043,
2022-11-15,4.9116,
2022-11-16,4.9206,
2022-11-17,4.9254,
2022-11-18,4.9413,
2022-11-19,.,No value available
2022-11-20,.,No value available
2022-11-21,4.9413,
2022-11-22,4.9269,
2022-11-23,4.9370,
2022-11-24,4.9205,
2022-11-25,4.9255,
2022-11-26,.,No value available
2022-11-27,.,No value available
2022-11-28,4.9246,
2022-11-29,4.9193,
2022-11-30,4.9245,
2022-12-01,4.9303,
2022-12-02,4.9298,
2022-12-03,.,No value available
2022-12-04,.,No value available
2022-12-05,4.9215,
2022-12-06,4.9130,
2022-12-07,4.9180,
2022-12-08,4.9131,
2022-12-09,4.9224,
2022-12-10,.,No value available
2022-12-11,.,No value available
2022-12-12,4.9318,
2022-12-13,4.9298,
2022-12-14,4.9248,
2022-12-15,4.9220,
2022-12-16,4.9213,
2022-12-17,.,No value available
2022-12-18,.,No value available
2022-12-19,4.9107,
2022-12-20,4.9125,
2022-12-21,4.8937,
2022-12-22,4.8993,
2022-12-23,4.9056,
2022-12-24,.,No value available
2022-12-25,.,No value available
2022-12-26,.,No value available
2022-12-27,4.9270,
2022-12-28,4.9460,
2022-12-29,4.9493,
2022-12-30,4.9495,
2022-12-31,.,No value available
2023-01-01,.,No value available
2023-01-02,4.9400,
2023-01-03,4.9310,
2023-01-04,4.9264,
2023-01-05,4.9235,
2023-01-06,4.9296,
2023-01-07,.,No value available
2023-01-08,.,No value available
2023-01-09,4.9253,
2023-01-10,4.9338,
2023-01-11,4.9335,
2023-01-12,4.9440,
2023-01-13,4.9423,
2023-01-14,.,No value available
2023-01-15,.,No value available
2023-01-16,4.9313,
